date,amount,description,category
21-10-2023,6.3,Grocery shopping,Food
21-10-2023,194.34,Internet bill,Utilities
21-10-2023,148.01,Grocery shopping,Food
21-10-2023,90.8,Online shopping,Shopping
22-10-2023,8.58,Fuel refill,Transport
22-10-2023,99.72,Netflix subscription,Entertainment
22-10-2023,90.01,Electricity bill,Utilities
22-10-2023,227.52,Clothing purchase,Shopping
22-10-2023,165.26,Netflix subscription,Entertainment
22-10-2023,146.81,Internet bill,Utilities
23-10-2023,106.67,Uber ride,Transport
23-10-2023,99.62,Movie night,Entertainment
23-10-2023,64.17,Netflix subscription,Entertainment
23-10-2023,109.09,Movie night,Entertainment
24-10-2023,51.04,Bus ticket,Transport
24-10-2023,175.56,Restaurant,Food
24-10-2023,206.35,Water bill,Utilities
24-10-2023,200.08,Uber ride,Transport
24-10-2023,161.01,Coffee,Food
24-10-2023,60.14,Movie night,Entertainment
25-10-2023,175.19,Online shopping,Shopping
25-10-2023,150.85,Electronics,Shopping
25-10-2023,195.31,Bus ticket,Transport
25-10-2023,245.91,Water bill,Utilities
26-10-2023,176.24,Internet bill,Utilities
26-10-2023,110.92,Electricity bill,Utilities
26-10-2023,68.6,Grocery shopping,Food
26-10-2023,222.67,Online shopping,Shopping
26-10-2023,168.38,Clothing purchase,Shopping
26-10-2023,222.59,Restaurant,Food
27-10-2023,249.06,Electronics,Shopping
27-10-2023,188.26,Uber ride,Transport
27-10-2023,178.18,Restaurant,Food
27-10-2023,233.72,Concert,Entertainment
27-10-2023,215.22,Netflix subscription,Entertainment
27-10-2023,64.17,Electronics,Shopping
28-10-2023,36.87,Online shopping,Shopping
28-10-2023,93.3,Water bill,Utilities
28-10-2023,143.71,Movie night,Entertainment
28-10-2023,61.84,Electricity bill,Utilities
28-10-2023,191.76,Fuel refill,Transport
29-10-2023,143.03,Movie night,Entertainment
29-10-2023,103.57,Online shopping,Shopping
29-10-2023,21.99,Netflix subscription,Entertainment
29-10-2023,184.59,Electronics,Shopping
29-10-2023,38.92,Uber ride,Transport
29-10-2023,217.76,Coffee,Food
30-10-2023,156.54,Bus ticket,Transport
30-10-2023,248.93,Netflix subscription,Entertainment
30-10-2023,164.13,Internet bill,Utilities
30-10-2023,180.2,Restaurant,Food
30-10-2023,18.07,Restaurant,Food
31-10-2023,93.8,Clothing purchase,Shopping
31-10-2023,231.64,Bus ticket,Transport
31-10-2023,18.33,Electricity bill,Utilities
31-10-2023,243.69,Concert,Entertainment
31-10-2023,43.27,Uber ride,Transport
01-11-2023,48.94,Electricity bill,Utilities
01-11-2023,116.52,Internet bill,Utilities
01-11-2023,237.44,Grocery shopping,Food
01-11-2023,195.88,Uber ride,Transport
01-11-2023,116.13,Concert,Entertainment
01-11-2023,228,Internet bill,Utilities
,,,
02-11-2023,221,Uber ride,Transport
02-11-2023,209.28,Fuel refill,Transport
02-11-2023,147.88,Uber ride,Transport
02-11-2023,17.74,Water bill,Utilities
02-11-2023,25.72,Clothing purchase,Shopping
02-11-2023,221.31,Water bill,Utilities
03-11-2023,127.89,Concert,Entertainment
03-11-2023,172.45,Concert,Entertainment
03-11-2023,201.02,Netflix subscription,Entertainment
03-11-2023,54.14,Coffee,Food
04-11-2023,157.54,Fuel refill,Transport
04-11-2023,212.61,Coffee,Food
04-11-2023,111.67,Water bill,Utilities
05-11-2023,213.87,Grocery shopping,Food
05-11-2023,140.21,Electronics,Shopping
05-11-2023,106.97,Uber ride,Transport
05-11-2023,121.36,Uber ride,Transport
05-11-2023,235.88,Uber ride,Transport
05-11-2023,41.08,Water bill,Utilities
06-11-2023,45.68,Clothing purchase,Shopping
06-11-2023,200.58,Water bill,Utilities
06-11-2023,10.03,Clothing purchase,Shopping
06-11-2023,94.57,Bus ticket,Transport
06-11-2023,79.11,Electricity bill,Utilities
07-11-2023,203.21,Clothing purchase,Shopping
07-11-2023,216.84,Uber ride,Transport
07-11-2023,79.09,Bus ticket,Transport
07-11-2023,201.93,Internet bill,Utilities
07-11-2023,196.24,Clothing purchase,Shopping
07-11-2023,219.47,Movie night,Entertainment
08-11-2023,180.22,Fuel refill,Transport
08-11-2023,117.32,Clothing purchase,Shopping
08-11-2023,145.7,Online shopping,Shopping
09-11-2023,216.24,Electricity bill,Utilities
09-11-2023,192.46,Online shopping,Shopping
09-11-2023,52.82,Internet bill,Utilities
09-11-2023,186.7,Fuel refill,Transport
09-11-2023,210.37,Internet bill,Utilities
10-11-2023,200.93,Coffee,Food
10-11-2023,191.8,Water bill,Utilities
10-11-2023,238.1,Online shopping,Shopping
10-11-2023,144.09,Clothing purchase,Shopping
10-11-2023,218.05,Restaurant,Food
11-11-2023,233.42,Water bill,Utilities
11-11-2023,39.6,Electronics,Shopping
11-11-2023,73.27,Electricity bill,Utilities
11-11-2023,49.8,Water bill,Utilities
12-11-2023,242.63,Clothing purchase,Shopping
12-11-2023,96.76,Restaurant,Food
12-11-2023,95.01,Movie night,Entertainment
12-11-2023,183.72,Netflix subscription,Entertainment
13-11-2023,247.19,Clothing purchase,Shopping
13-11-2023,58.46,Coffee,Food
13-11-2023,149.29,Bus ticket,Transport
14-11-2023,218.31,Online shopping,Shopping
14-11-2023,158.7,Fuel refill,Transport
14-11-2023,42.25,Online shopping,Shopping
14-11-2023,91.05,Grocery shopping,Food
14-11-2023,63.09,Restaurant,Food
14-11-2023,236.44,Netflix subscription,Entertainment
15-11-2023,197.52,Movie night,Entertainment
15-11-2023,6.58,Electronics,Shopping
15-11-2023,177.11,Electricity bill,Utilities
15-11-2023,110.35,Uber ride,Transport
15-11-2023,249.89,Restaurant,Food
15-11-2023,178.49,Fuel refill,Transport
16-11-2023,12.46,Electronics,Shopping
16-11-2023,163.42,Electronics,Shopping
16-11-2023,228.1,Concert,Entertainment
16-11-2023,35.23,Bus ticket,Transport
17-11-2023,140.03,Internet bill,Utilities
17-11-2023,210.6,Electricity bill,Utilities
17-11-2023,189.66,Coffee,Food
17-11-2023,119.09,Coffee,Food
17-11-2023,229.17,Clothing purchase,Shopping
17-11-2023,175.43,Movie night,Entertainment
18-11-2023,18.6,Uber ride,Transport
18-11-2023,194.33,Concert,Entertainment
18-11-2023,214.84,Fuel refill,Transport
18-11-2023,9.69,Uber ride,Transport
18-11-2023,26.45,Movie night,Entertainment
19-11-2023,89.55,Concert,Entertainment
19-11-2023,240.57,Grocery shopping,Food
19-11-2023,70.05,Concert,Entertainment
20-11-2023,77.44,Movie night,Entertainment
20-11-2023,129.05,Electronics,Shopping
20-11-2023,74,Fuel refill,Transport
21-11-2023,180.43,Clothing purchase,Shopping
21-11-2023,111.73,Coffee,Food
21-11-2023,73.14,Movie night,Entertainment
21-11-2023,26.8,Netflix subscription,Entertainment
22-11-2023,246.29,Coffee,Food
22-11-2023,20.14,Uber ride,Transport
22-11-2023,44.88,Coffee,Food
22-11-2023,41.87,Water bill,Utilities
22-11-2023,228.74,Online shopping,Shopping
22-11-2023,6.23,Movie night,Entertainment
23-11-2023,189.04,Fuel refill,Transport
23-11-2023,226.57,Bus ticket,Transport
23-11-2023,190.48,Electronics,Shopping
23-11-2023,118.29,Coffee,Food
24-11-2023,180.69,Clothing purchase,Shopping
24-11-2023,77.29,Bus ticket,Transport
24-11-2023,51.7,Restaurant,Food
25-11-2023,152.93,Movie night,Entertainment
25-11-2023,206.51,Electricity bill,Utilities
25-11-2023,124.03,Clothing purchase,Shopping
25-11-2023,172.13,Internet bill,Utilities
26-11-2023,151.04,Uber ride,Transport
26-11-2023,147.98,Grocery shopping,Food
26-11-2023,92.01,Fuel refill,Transport
26-11-2023,8.72,Concert,Entertainment
27-11-2023,206.14,Fuel refill,Transport
27-11-2023,142.34,Movie night,Entertainment
27-11-2023,25.27,Electricity bill,Utilities
27-11-2023,196.1,Netflix subscription,Entertainment
27-11-2023,23.54,Fuel refill,Transport
28-11-2023,148.34,Netflix subscription,Entertainment
28-11-2023,224.45,Online shopping,Shopping
28-11-2023,176.43,Fuel refill,Transport
29-11-2023,47.27,Concert,Entertainment
29-11-2023,142.51,Concert,Entertainment
29-11-2023,108.77,Clothing purchase,Shopping
29-11-2023,242.58,Coffee,Food
29-11-2023,40.36,Electronics,Shopping
30-11-2023,174.54,Electricity bill,Utilities
30-11-2023,145.74,Electronics,Shopping
30-11-2023,173.75,Coffee,Food
30-11-2023,187.57,Fuel refill,Transport
30-11-2023,199.51,Netflix subscription,Entertainment
01-12-2023,141.54,Grocery shopping,Food
01-12-2023,209.47,Online shopping,Shopping
01-12-2023,143.59,Clothing purchase,Shopping
01-12-2023,206.79,Electronics,Shopping
,,,
02-12-2023,72.56,Online shopping,Shopping
02-12-2023,171.4,Movie night,Entertainment
02-12-2023,108.09,Fuel refill,Transport
02-12-2023,234.59,Uber ride,Transport
02-12-2023,44.5,Uber ride,Transport
03-12-2023,86.37,Uber ride,Transport
03-12-2023,211.99,Restaurant,Food
03-12-2023,130.51,Water bill,Utilities
03-12-2023,167.14,Concert,Entertainment
03-12-2023,91.89,Coffee,Food
03-12-2023,103.79,Water bill,Utilities
04-12-2023,112.35,Electricity bill,Utilities
04-12-2023,30.94,Movie night,Entertainment
04-12-2023,135.26,Electricity bill,Utilities
04-12-2023,101.84,Electronics,Shopping
04-12-2023,12.14,Water bill,Utilities
04-12-2023,58.92,Electricity bill,Utilities
05-12-2023,141.47,Clothing purchase,Shopping
05-12-2023,239.74,Concert,Entertainment
05-12-2023,222.11,Clothing purchase,Shopping
05-12-2023,98.01,Water bill,Utilities
05-12-2023,75,Online shopping,Shopping
05-12-2023,135.17,Uber ride,Transport
06-12-2023,102.57,Online shopping,Shopping
06-12-2023,223.93,Bus ticket,Transport
06-12-2023,137.37,Clothing purchase,Shopping
07-12-2023,31.37,Clothing purchase,Shopping
07-12-2023,127.62,Electronics,Shopping
07-12-2023,66.13,Uber ride,Transport
07-12-2023,80.57,Fuel refill,Transport
08-12-2023,71.64,Concert,Entertainment
08-12-2023,244.7,Concert,Entertainment
08-12-2023,101.81,Water bill,Utilities
08-12-2023,89.72,Coffee,Food
08-12-2023,37.44,Movie night,Entertainment
08-12-2023,247.63,Netflix subscription,Entertainment
09-12-2023,117.61,Coffee,Food
09-12-2023,79.6,Fuel refill,Transport
09-12-2023,21.09,Coffee,Food
09-12-2023,107.86,Electronics,Shopping
09-12-2023,107.21,Water bill,Utilities
10-12-2023,143.53,Fuel refill,Transport
10-12-2023,225,Restaurant,Food
10-12-2023,101.31,Restaurant,Food
10-12-2023,167.12,Grocery shopping,Food
10-12-2023,23.82,Internet bill,Utilities
10-12-2023,208.39,Concert,Entertainment
11-12-2023,38.19,Electronics,Shopping
11-12-2023,107.81,Fuel refill,Transport
11-12-2023,107.9,Concert,Entertainment
11-12-2023,215.2,Movie night,Entertainment
12-12-2023,196.5,Uber ride,Transport
12-12-2023,65.73,Concert,Entertainment
12-12-2023,143.72,Fuel refill,Transport
12-12-2023,72.43,Uber ride,Transport
12-12-2023,71.52,Concert,Entertainment
13-12-2023,208.93,Electricity bill,Utilities
13-12-2023,59.96,Coffee,Food
13-12-2023,26.46,Electricity bill,Utilities
13-12-2023,87.68,Uber ride,Transport
13-12-2023,25.46,Electricity bill,Utilities
14-12-2023,17.57,Bus ticket,Transport
14-12-2023,113.32,Electricity bill,Utilities
14-12-2023,101.67,Concert,Entertainment
14-12-2023,57.98,Water bill,Utilities
14-12-2023,191.24,Online shopping,Shopping
14-12-2023,41.57,Electricity bill,Utilities
15-12-2023,105.07,Internet bill,Utilities
15-12-2023,207.7,Fuel refill,Transport
15-12-2023,175.81,Electronics,Shopping
15-12-2023,162.17,Electronics,Shopping
16-12-2023,87.64,Internet bill,Utilities
16-12-2023,61.35,Electricity bill,Utilities
16-12-2023,63.93,Movie night,Entertainment
17-12-2023,138.67,Grocery shopping,Food
17-12-2023,16.1,Uber ride,Transport
17-12-2023,25.1,Netflix subscription,Entertainment
17-12-2023,247.49,Electricity bill,Utilities
17-12-2023,113.91,Clothing purchase,Shopping
18-12-2023,46.42,Water bill,Utilities
18-12-2023,129.24,Netflix subscription,Entertainment
18-12-2023,119.58,Concert,Entertainment
18-12-2023,105.74,Bus ticket,Transport
18-12-2023,85.92,Uber ride,Transport
19-12-2023,173.83,Electronics,Shopping
19-12-2023,141.27,Coffee,Food
19-12-2023,8.97,Water bill,Utilities
20-12-2023,120.38,Water bill,Utilities
20-12-2023,164.76,Netflix subscription,Entertainment
20-12-2023,198.91,Clothing purchase,Shopping
20-12-2023,35.86,Bus ticket,Transport
21-12-2023,241.14,Bus ticket,Transport
21-12-2023,170.74,Concert,Entertainment
21-12-2023,152.77,Restaurant,Food
21-12-2023,110.12,Uber ride,Transport
21-12-2023,9.5,Electricity bill,Utilities
21-12-2023,62.17,Uber ride,Transport
22-12-2023,58.58,Restaurant,Food
22-12-2023,37.09,Clothing purchase,Shopping
22-12-2023,16.02,Restaurant,Food
23-12-2023,150.56,Uber ride,Transport
23-12-2023,119.01,Electricity bill,Utilities
23-12-2023,24.99,Restaurant,Food
24-12-2023,159.69,Water bill,Utilities
24-12-2023,139.3,Coffee,Food
24-12-2023,167.64,Movie night,Entertainment
24-12-2023,202.46,Fuel refill,Transport
25-12-2023,11.05,Electricity bill,Utilities
25-12-2023,138.94,Clothing purchase,Shopping
25-12-2023,36.23,Clothing purchase,Shopping
26-12-2023,40.1,Uber ride,Transport
26-12-2023,76.87,Electricity bill,Utilities
26-12-2023,80.43,Online shopping,Shopping
26-12-2023,147.39,Clothing purchase,Shopping
27-12-2023,25.01,Electronics,Shopping
27-12-2023,160.26,Online shopping,Shopping
27-12-2023,167.94,Electricity bill,Utilities
27-12-2023,35.94,Electronics,Shopping
27-12-2023,208.72,Electricity bill,Utilities
28-12-2023,82.97,Internet bill,Utilities
28-12-2023,183.59,Concert,Entertainment
28-12-2023,33.96,Movie night,Entertainment
28-12-2023,179.47,Grocery shopping,Food
28-12-2023,41.31,Coffee,Food
29-12-2023,206.78,Electronics,Shopping
29-12-2023,140.51,Online shopping,Shopping
29-12-2023,98.09,Coffee,Food
29-12-2023,100.24,Online shopping,Shopping
30-12-2023,24.85,Coffee,Food
30-12-2023,26.47,Netflix subscription,Entertainment
30-12-2023,118.63,Movie night,Entertainment
31-12-2023,79.91,Fuel refill,Transport
31-12-2023,169.76,Restaurant,Food
31-12-2023,94.34,Electronics,Shopping
31-12-2023,168.32,Water bill,Utilities
31-12-2023,67.9,Electricity bill,Utilities
01-01-2024,127.49,Water bill,Utilities
01-01-2024,196.19,Netflix subscription,Entertainment
01-01-2024,74.71,Online shopping,Shopping
01-01-2024,156.19,Water bill,Utilities
01-01-2024,60.38,Concert,Entertainment
,,,
02-01-2024,31.47,Uber ride,Transport
02-01-2024,148.46,Bus ticket,Transport
02-01-2024,26.08,Electricity bill,Utilities
02-01-2024,243.99,Concert,Entertainment
02-01-2024,77.44,Movie night,Entertainment
02-01-2024,133.19,Movie night,Entertainment
03-01-2024,164.97,Internet bill,Utilities
03-01-2024,244.37,Electricity bill,Utilities
03-01-2024,223.94,Movie night,Entertainment
03-01-2024,119.21,Concert,Entertainment
03-01-2024,193.76,Restaurant,Food
04-01-2024,228.28,Concert,Entertainment
04-01-2024,243.92,Online shopping,Shopping
04-01-2024,79.24,Clothing purchase,Shopping
04-01-2024,158.89,Internet bill,Utilities
04-01-2024,116.27,Coffee,Food
04-01-2024,139.87,Movie night,Entertainment
05-01-2024,242.48,Bus ticket,Transport
05-01-2024,20.2,Fuel refill,Transport
05-01-2024,128.95,Netflix subscription,Entertainment
06-01-2024,127.33,Movie night,Entertainment
06-01-2024,91.91,Movie night,Entertainment
06-01-2024,33.21,Online shopping,Shopping
06-01-2024,5.05,Coffee,Food
07-01-2024,163.82,Clothing purchase,Shopping
07-01-2024,183.97,Restaurant,Food
07-01-2024,53.42,Restaurant,Food
07-01-2024,69.31,Uber ride,Transport
07-01-2024,103.36,Clothing purchase,Shopping
08-01-2024,44.82,Grocery shopping,Food
08-01-2024,14.33,Internet bill,Utilities
08-01-2024,176.06,Water bill,Utilities
08-01-2024,15.28,Electricity bill,Utilities
08-01-2024,29.16,Fuel refill,Transport
08-01-2024,77.39,Electronics,Shopping
09-01-2024,143.63,Concert,Entertainment
09-01-2024,47.16,Restaurant,Food
09-01-2024,42.1,Electronics,Shopping
09-01-2024,150.94,Concert,Entertainment
09-01-2024,235.19,Coffee,Food
09-01-2024,128.11,Bus ticket,Transport
10-01-2024,159.37,Movie night,Entertainment
10-01-2024,80.21,Internet bill,Utilities
10-01-2024,84.16,Online shopping,Shopping
10-01-2024,84.79,Bus ticket,Transport
11-01-2024,120.03,Internet bill,Utilities
11-01-2024,248.93,Bus ticket,Transport
11-01-2024,122.91,Restaurant,Food
11-01-2024,156.39,Clothing purchase,Shopping
12-01-2024,26.1,Restaurant,Food
12-01-2024,143.89,Online shopping,Shopping
12-01-2024,154.54,Electronics,Shopping
12-01-2024,36.14,Clothing purchase,Shopping
12-01-2024,98.89,Movie night,Entertainment
13-01-2024,209.67,Fuel refill,Transport
13-01-2024,207.45,Bus ticket,Transport
13-01-2024,128.37,Fuel refill,Transport
14-01-2024,159.71,Bus ticket,Transport
14-01-2024,151.65,Coffee,Food
14-01-2024,137.57,Concert,Entertainment
14-01-2024,158.28,Water bill,Utilities
14-01-2024,50.29,Restaurant,Food
14-01-2024,198,Electronics,Shopping
15-01-2024,138.03,Movie night,Entertainment
15-01-2024,158.21,Bus ticket,Transport
15-01-2024,40.03,Concert,Entertainment
16-01-2024,99.74,Electricity bill,Utilities
16-01-2024,214.43,Water bill,Utilities
16-01-2024,221.47,Electronics,Shopping
16-01-2024,128.9,Bus ticket,Transport
17-01-2024,140.56,Netflix subscription,Entertainment
17-01-2024,220.12,Electronics,Shopping
17-01-2024,240.15,Internet bill,Utilities
18-01-2024,226.18,Fuel refill,Transport
18-01-2024,115.54,Grocery shopping,Food
18-01-2024,149.36,Bus ticket,Transport
19-01-2024,234.55,Grocery shopping,Food
19-01-2024,200.14,Grocery shopping,Food
19-01-2024,19.48,Grocery shopping,Food
19-01-2024,16.51,Electronics,Shopping
19-01-2024,140.91,Electronics,Shopping
19-01-2024,6.03,Bus ticket,Transport
20-01-2024,86.13,Water bill,Utilities
20-01-2024,10.44,Grocery shopping,Food
20-01-2024,15.15,Restaurant,Food
21-01-2024,46.53,Online shopping,Shopping
21-01-2024,156.29,Internet bill,Utilities
21-01-2024,148.99,Uber ride,Transport
21-01-2024,86.34,Clothing purchase,Shopping
22-01-2024,158.8,Clothing purchase,Shopping
22-01-2024,248.17,Concert,Entertainment
22-01-2024,219.21,Clothing purchase,Shopping
22-01-2024,159.53,Online shopping,Shopping
22-01-2024,155.01,Concert,Entertainment
22-01-2024,203.56,Movie night,Entertainment
23-01-2024,96.17,Water bill,Utilities
23-01-2024,21.65,Water bill,Utilities
23-01-2024,174.55,Grocery shopping,Food
23-01-2024,106.88,Bus ticket,Transport
23-01-2024,132.3,Clothing purchase,Shopping
23-01-2024,102.02,Water bill,Utilities
24-01-2024,237.57,Water bill,Utilities
24-01-2024,227.23,Clothing purchase,Shopping
24-01-2024,56.04,Grocery shopping,Food
24-01-2024,123.53,Concert,Entertainment
25-01-2024,90.71,Electronics,Shopping
25-01-2024,120.58,Grocery shopping,Food
25-01-2024,60.03,Netflix subscription,Entertainment
25-01-2024,11.17,Concert,Entertainment
25-01-2024,196.15,Bus ticket,Transport
26-01-2024,85.99,Movie night,Entertainment
26-01-2024,106.04,Online shopping,Shopping
26-01-2024,130.73,Clothing purchase,Shopping
26-01-2024,112.93,Online shopping,Shopping
26-01-2024,228.43,Electricity bill,Utilities
26-01-2024,175.03,Electricity bill,Utilities
27-01-2024,6.58,Restaurant,Food
27-01-2024,64.43,Netflix subscription,Entertainment
27-01-2024,148.28,Electronics,Shopping
27-01-2024,145.59,Concert,Entertainment
28-01-2024,180.03,Movie night,Entertainment
28-01-2024,35.72,Electricity bill,Utilities
28-01-2024,162.31,Movie night,Entertainment
29-01-2024,216.11,Online shopping,Shopping
29-01-2024,223.21,Movie night,Entertainment
29-01-2024,203.49,Fuel refill,Transport
30-01-2024,228.7,Restaurant,Food
30-01-2024,49.29,Restaurant,Food
30-01-2024,99.26,Bus ticket,Transport
30-01-2024,150.54,Grocery shopping,Food
30-01-2024,21.51,Clothing purchase,Shopping
31-01-2024,182.15,Concert,Entertainment
31-01-2024,180.15,Uber ride,Transport
31-01-2024,203.91,Fuel refill,Transport
01-02-2024,216.55,Water bill,Utilities
01-02-2024,76.92,Online shopping,Shopping
01-02-2024,42.68,Coffee,Food
01-02-2024,117.34,Electricity bill,Utilities
01-02-2024,167.44,Water bill,Utilities
,,,
02-02-2024,9.64,Online shopping,Shopping
02-02-2024,56.06,Clothing purchase,Shopping
02-02-2024,17.06,Coffee,Food
02-02-2024,67.77,Restaurant,Food
03-02-2024,11.03,Online shopping,Shopping
03-02-2024,170.35,Electricity bill,Utilities
03-02-2024,191.2,Fuel refill,Transport
03-02-2024,105.62,Uber ride,Transport
03-02-2024,99.56,Electronics,Shopping
04-02-2024,192.64,Netflix subscription,Entertainment
04-02-2024,241.58,Coffee,Food
04-02-2024,37.03,Water bill,Utilities
04-02-2024,183.68,Fuel refill,Transport
05-02-2024,182.9,Internet bill,Utilities
05-02-2024,41.07,Movie night,Entertainment
05-02-2024,81.75,Movie night,Entertainment
05-02-2024,102.58,Electronics,Shopping
05-02-2024,133.23,Water bill,Utilities
06-02-2024,189.06,Coffee,Food
06-02-2024,40.07,Concert,Entertainment
06-02-2024,162.18,Movie night,Entertainment
06-02-2024,20.3,Netflix subscription,Entertainment
07-02-2024,82.65,Movie night,Entertainment
07-02-2024,219.49,Water bill,Utilities
07-02-2024,218.47,Online shopping,Shopping
07-02-2024,72.06,Uber ride,Transport
07-02-2024,214.07,Bus ticket,Transport
08-02-2024,127.64,Coffee,Food
08-02-2024,64.67,Movie night,Entertainment
08-02-2024,48.4,Bus ticket,Transport
08-02-2024,114.13,Clothing purchase,Shopping
09-02-2024,167.27,Clothing purchase,Shopping
09-02-2024,236.71,Concert,Entertainment
09-02-2024,37.26,Concert,Entertainment
09-02-2024,186.78,Grocery shopping,Food
09-02-2024,218.9,Water bill,Utilities
09-02-2024,180.78,Electronics,Shopping
10-02-2024,46.23,Water bill,Utilities
10-02-2024,139.48,Movie night,Entertainment
10-02-2024,181.49,Bus ticket,Transport
10-02-2024,153.06,Coffee,Food
10-02-2024,245.4,Netflix subscription,Entertainment
11-02-2024,30.82,Water bill,Utilities
11-02-2024,169.4,Internet bill,Utilities
11-02-2024,93.93,Online shopping,Shopping
11-02-2024,154.94,Coffee,Food
11-02-2024,22.37,Bus ticket,Transport
12-02-2024,71.29,Bus ticket,Transport
12-02-2024,235.8,Movie night,Entertainment
12-02-2024,195,Restaurant,Food
12-02-2024,228.32,Clothing purchase,Shopping
12-02-2024,18.76,Online shopping,Shopping
13-02-2024,89.3,Internet bill,Utilities
13-02-2024,112.96,Uber ride,Transport
13-02-2024,128.85,Electronics,Shopping
13-02-2024,38.9,Online shopping,Shopping
13-02-2024,121.13,Movie night,Entertainment
14-02-2024,106.71,Restaurant,Food
14-02-2024,197.34,Online shopping,Shopping
14-02-2024,205.96,Netflix subscription,Entertainment
15-02-2024,117.22,Coffee,Food
15-02-2024,189.27,Bus ticket,Transport
15-02-2024,83.61,Electronics,Shopping
15-02-2024,212.19,Coffee,Food
16-02-2024,18.41,Water bill,Utilities
16-02-2024,216.21,Grocery shopping,Food
16-02-2024,140.69,Fuel refill,Transport
17-02-2024,189.45,Bus ticket,Transport
17-02-2024,219.67,Movie night,Entertainment
17-02-2024,110.48,Coffee,Food
17-02-2024,90.46,Electricity bill,Utilities
18-02-2024,181.09,Netflix subscription,Entertainment
18-02-2024,13.72,Coffee,Food
18-02-2024,188.81,Bus ticket,Transport
18-02-2024,24.89,Grocery shopping,Food
18-02-2024,113.82,Online shopping,Shopping
19-02-2024,219.98,Clothing purchase,Shopping
19-02-2024,169.54,Bus ticket,Transport
19-02-2024,117.88,Uber ride,Transport
19-02-2024,123.39,Concert,Entertainment
19-02-2024,189.87,Bus ticket,Transport
20-02-2024,222.19,Fuel refill,Transport
20-02-2024,28.85,Restaurant,Food
20-02-2024,89.67,Clothing purchase,Shopping
20-02-2024,103.85,Concert,Entertainment
21-02-2024,87.65,Movie night,Entertainment
21-02-2024,248.01,Movie night,Entertainment
21-02-2024,62.22,Grocery shopping,Food
21-02-2024,141.11,Movie night,Entertainment
21-02-2024,94,Water bill,Utilities
22-02-2024,125.77,Movie night,Entertainment
22-02-2024,31.17,Restaurant,Food
22-02-2024,248.48,Bus ticket,Transport
23-02-2024,196.87,Coffee,Food
23-02-2024,35.34,Concert,Entertainment
23-02-2024,227.81,Internet bill,Utilities
23-02-2024,206.21,Online shopping,Shopping
24-02-2024,239.08,Online shopping,Shopping
24-02-2024,215.61,Netflix subscription,Entertainment
24-02-2024,214.22,Water bill,Utilities
25-02-2024,209.92,Fuel refill,Transport
25-02-2024,205.81,Netflix subscription,Entertainment
25-02-2024,74.63,Electricity bill,Utilities
25-02-2024,238.37,Uber ride,Transport
25-02-2024,46.05,Movie night,Entertainment
25-02-2024,128.32,Online shopping,Shopping
26-02-2024,43.16,Grocery shopping,Food
26-02-2024,26.42,Clothing purchase,Shopping
26-02-2024,106.31,Uber ride,Transport
26-02-2024,239.13,Fuel refill,Transport
27-02-2024,185,Movie night,Entertainment
27-02-2024,213.97,Electricity bill,Utilities
27-02-2024,177.96,Netflix subscription,Entertainment
27-02-2024,208.14,Bus ticket,Transport
27-02-2024,193.15,Clothing purchase,Shopping
27-02-2024,160.15,Concert,Entertainment
28-02-2024,229.82,Grocery shopping,Food
28-02-2024,158.23,Movie night,Entertainment
28-02-2024,21.91,Bus ticket,Transport
29-02-2024,169.49,Clothing purchase,Shopping
29-02-2024,207.08,Bus ticket,Transport
29-02-2024,98.62,Electricity bill,Utilities
01-03-2024,242.1,Restaurant,Food
01-03-2024,162.48,Bus ticket,Transport
01-03-2024,191.03,Coffee,Food
,,,
02-03-2024,120.47,Restaurant,Food
02-03-2024,97.67,Uber ride,Transport
02-03-2024,106.21,Bus ticket,Transport
02-03-2024,106.03,Coffee,Food
02-03-2024,214.15,Fuel refill,Transport
02-03-2024,93.3,Grocery shopping,Food
03-03-2024,138.65,Grocery shopping,Food
03-03-2024,61.74,Grocery shopping,Food
03-03-2024,102.33,Restaurant,Food
04-03-2024,32.31,Grocery shopping,Food
04-03-2024,55.42,Uber ride,Transport
04-03-2024,138.94,Netflix subscription,Entertainment
04-03-2024,135.97,Clothing purchase,Shopping
04-03-2024,45.73,Uber ride,Transport
04-03-2024,85.32,Online shopping,Shopping
05-03-2024,88.01,Grocery shopping,Food
05-03-2024,185.79,Bus ticket,Transport
05-03-2024,81.94,Netflix subscription,Entertainment
06-03-2024,218.79,Electricity bill,Utilities
06-03-2024,108.82,Uber ride,Transport
06-03-2024,240.58,Uber ride,Transport
06-03-2024,51.63,Fuel refill,Transport
06-03-2024,140.62,Restaurant,Food
07-03-2024,81.49,Grocery shopping,Food
07-03-2024,200.09,Concert,Entertainment
07-03-2024,246.51,Bus ticket,Transport
07-03-2024,152.34,Electricity bill,Utilities
07-03-2024,187.48,Electricity bill,Utilities
07-03-2024,9.91,Grocery shopping,Food
08-03-2024,118.73,Fuel refill,Transport
08-03-2024,188.6,Water bill,Utilities
08-03-2024,55,Movie night,Entertainment
08-03-2024,11.58,Restaurant,Food
09-03-2024,101.97,Netflix subscription,Entertainment
09-03-2024,202.37,Uber ride,Transport
09-03-2024,133.64,Restaurant,Food
09-03-2024,66.78,Clothing purchase,Shopping
09-03-2024,130.19,Uber ride,Transport
09-03-2024,10.41,Internet bill,Utilities
10-03-2024,99.99,Electronics,Shopping
